Date,Close,High,Low,Open,Volume,Daily_Return,Next_Close
12/31/2020,129.4393158,131.4390971,128.493078,130.7952625,99116600,-0.770296508,126.2396851
1/4/2021,126.2396851,130.3367894,123.6546039,130.2489978,143301900,-2.471915675,127.8004761
1/5/2021,127.8004761,128.5126031,125.2836798,125.7324172,97664900,1.236371126,123.4985199
1/6/2021,123.4985199,127.8395071,123.2839083,124.5910845,155088000,-3.366150353,127.7126999
1/7/2021,127.7126999,128.4053128,124.7276666,125.2154175,109578200,3.412332388,128.815033
1/8/2021,128.815033,129.3808259,127.0396123,129.1857136,105158200,0.863135044,125.8202362
1/11/2021,125.8202362,126.9810859,125.3519994,126.0250982,100384500,-2.324881409,125.6446304
1/12/2021,125.6446304,126.5128264,123.7521546,125.3519769,91951100,-0.139568784,127.6834335
1/13/2021,127.6834335,128.2297122,125.3422351,125.6056099,88636800,1.622674279,125.7519531
1/14/2021,125.7519531,127.7907485,125.6056189,127.5956511,90221800,-1.512710267,124.0252991
1/15/2021,124.0252991,127.0298464,123.8887294,125.6251214,111598500,-1.373063408,124.6984024
1/19/2021,124.6984024,125.5568488,123.8302064,124.6496243,90757300,0.542714541,128.7954865
1/20/2021,128.7954865,129.2442238,125.4007447,125.5080505,104319500,3.285594656,133.5169525
1/21/2021,133.5169525,136.2483611,130.3173072,130.5221691,120150900,3.665862985,135.6630402
1/22/2021,135.6630402,136.4239304,131.712255,132.9413818,114459400,1.60735218,139.4187164
1/25/2021,139.4187164,141.5355536,133.1950101,139.5650506,157611700,2.768385748,139.6528168
1/26/2021,139.6528168,140.764888,137.9066605,140.0820399,98390600,0.167911704,138.5797729
1/27/2021,138.5797729,140.7649022,136.9702011,139.9162056,140843800,-0.768365328,133.7315521
1/28/2021,133.7315521,138.5115204,133.351107,136.1020295,142621100,-3.498505389,128.7272034
1/29/2021,128.7272034,133.3901,127.0200755,132.50239,177523800,-3.742085301,130.8537903
2/1/2021,130.8537903,132.0634177,127.7224234,130.4733452,106239800,1.652010498,131.6829681
2/2/2021,131.6829681,132.9706225,131.3122728,132.4048298,83305400,0.633667435,130.6586914
2/3/2021,130.6586914,132.4438612,130.3367741,132.4340966,89880900,-0.777835393,134.0242004
2/4/2021,134.0242004,134.0339501,131.2927922,132.960907,84183100,2.575801883,133.608963
2/5/2021,133.608963,134.2537598,132.7297055,134.1853804,75693800,-0.309822723,133.7555389
2/8/2021,133.7555389,133.8043899,131.811384,132.8958097,71297200,0.109705161,132.8762665
2/9/2021,132.8762665,134.703191,132.7199643,133.4722124,76774200,-0.657372747,132.2705688
2/10/2021,132.2705688,133.8337103,131.3033734,133.3354513,73046600,-0.45583583,132.0165253
2/11/2021,132.0165253,133.2474887,130.6878599,132.7687733,64280000,-0.192063572,132.2509918
2/12/2021,132.2509918,132.4073089,130.6097072,131.2545039,60145100,0.177603942,130.1212311
2/16/2021,130.1212311,132.876249,129.7304384,132.3682408,80576300,-1.610393021,127.8253632
2/17/2021,127.8253632,129.1735719,126.4869336,128.2259201,97918500,-1.764406854,126.7214508
2/18/2021,126.7214508,127.0047626,124.4744405,126.2231918,96856700,-0.863609792,126.8777542
2/19/2021,126.8777542,127.6984117,125.8324151,127.2392394,87668800,0.123344079,123.0968857
2/22/2021,123.0968857,126.7311759,122.7061004,125.0605687,103916400,-2.979930212,122.9601135
2/23/2021,122.9601135,123.7905275,115.6622254,120.9085002,158273000,-0.111109355,122.4618988
2/24/2021,122.4618988,122.6670594,119.4137893,122.0613492,111039900,-0.405184012,118.2023239
2/25/2021,118.2023239,123.5462934,117.7626951,121.8073067,148199500,-3.478285844,118.4661255
2/26/2021,118.4661255,121.9734069,118.4075028,119.7654761,164560400,0.223177993,124.8456573
3/1/2021,124.8456573,124.9824311,119.9608598,120.89874,116307900,5.385110583,122.237175
3/2/2021,122.237175,125.7542277,122.1297088,125.4513726,102260900,-2.089365715,119.247673
3/3/2021,119.247673,122.8135767,119.0327408,121.9343116,112966300,-2.44565694,117.3621597
3/4/2021,117.3621597,120.7522109,115.886956,118.944837,178155000,-1.581174087,118.6224365
3/5/2021,118.6224365,119.1304597,114.8611434,118.1925794,153766600,1.073835721,113.6790161
3/8/2021,113.6790161,118.2121079,113.5324707,118.143721,154376600,-4.167356998,118.3000183
3/9/2021,118.3000183,119.2476702,116.053016,116.2874842,129525800,4.064956186,117.2155991
3/10/2021,117.2155991,119.3551352,116.6978043,118.8861988,111943300,-0.916668709,119.1499863
3/11/2021,119.1499863,120.3711857,118.4661176,119.7166246,103026500,1.650281381,118.2414169
3/12/2021,118.2414169,118.3781907,116.4145073,117.6259351,88105100,-0.762542544,121.1332169
3/15/2021,121.1332169,121.1429885,117.6454714,118.6126668,92403800,2.445674284,122.6768036
3/16/2021,122.6768036,124.2887882,121.8463895,122.8038056,115227900,1.274288565,121.8854599
3/17/2021,121.8854599,122.9601138,119.5212124,121.1918196,111932600,-0.645063831,117.7529221
3/18/2021,117.7529221,120.3418661,117.5477615,120.0487753,121229700,-3.390509291,117.2253876
3/19/2021,117.2253876,118.6322119,116.9225325,117.1374648,185549500,-0.448001184,120.5470505
3/22/2021,120.5470505,121.0159944,117.4891695,117.5575563,111912300,2.833569563,119.7166138
3/23/2021,119.7166138,121.3774419,119.3258285,120.4884126,95467100,-0.688890108,117.3230743
3/24/2021,117.3230743,120.0683359,117.3035384,119.9901773,88530500,-1.99933773,117.8115463
3/25/2021,117.8115463,118.8569002,116.2581842,116.7857433,98844700,0.416347754,118.4172592
3/26/2021,118.4172592,118.6810425,116.1800211,117.5770735,94071200,0.514137119,118.5931244
3/29/2021,118.5931244,119.7557087,117.9483349,118.847136,80819200,0.148513126,117.1374435
3/30/2021,117.1374435,117.6259233,116.1214048,117.3426041,85671900,-1.227458046,119.3356094
3/31/2021,119.3356094,120.6740392,118.3586499,118.8471297,118323800,1.876569803,120.1660233
4/1/2021,120.1660233,121.3188358,119.6677718,120.8108201,75089100,0.695864229,122.9992065
4/5/2021,122.9992065,123.2532181,120.2344093,121.0159799,88651200,2.357724099,123.302063
4/6/2021,123.302063,124.200864,122.754968,123.5853822,80171300,0.246226341,124.953125
4/7/2021,124.953125,124.9726609,122.2567146,122.9308191,83466700,1.339038433,127.3564606
4/8/2021,127.3564606,127.3857682,125.5588584,125.9789439,88844600,1.923389728,129.9356384
4/9/2021,129.9356384,129.9747103,126.4869719,126.8093704,106686700,2.025164522,128.2161865
4/12/2021,128.2161865,129.7890921,127.6202406,129.4666937,91420000,-1.323310467,131.3326569
4/13/2021,131.3326569,131.5573683,128.8902581,129.388517,91266500,2.430637208,128.9879456
4/14/2021,128.9879456,131.8895161,128.6264754,131.8309009,87222800,-1.785322371,131.401062
4/15/2021,131.401062,131.8895418,130.5608762,130.7367367,89347100,1.870807729,131.068924
4/16/2021,131.068924,131.5671681,130.2091946,131.2056977,84922400,-0.252766649,131.7332001
4/19/2021,131.7332001,132.3486893,130.267761,130.4338423,94264200,0.506814356,130.0430908
4/20/2021,130.0430908,132.4073312,128.7730404,131.9090872,94812300,-1.28297897,130.4240875
4/21/2021,130.4240875,130.6683274,128.2747797,129.3103543,68847100,0.292977275,128.9000092
4/22/2021,128.9000092,131.0590808,128.3822219,129.9746554,84566500,-1.1685559,131.2252197
4/23/2021,131.2252197,132.0067755,129.1149834,129.1149834,78657500,1.803887049,131.6159821
4/26/2021,131.6159821,131.9481447,130.4827055,131.7234482,66905100,0.297779901,131.2936096
4/27/2021,131.2936096,132.2901127,131.0200621,131.8993198,66015800,-0.244934112,130.5022583
4/28/2021,130.5022583,131.9090824,130.0137785,131.2154346,107760100,-0.602734071,130.4045563
4/29/2021,130.4045563,133.9118524,129.3982891,133.3256707,151101000,-0.074866158,128.4310913
4/30/2021,128.4310913,130.4826971,128.0500777,128.7437106,109839500,-1.513340501,129.4862061
5/3/2021,129.4862061,130.9809678,128.7925732,128.9977263,75135100,0.821541525,124.904274
5/4/2021,124.904274,128.4604135,123.780769,128.1673227,137564700,-3.538548396,125.1485214
5/5/2021,125.1485214,127.4443674,125.0215119,126.223168,84000900,0.195547701,126.7507324
5/6/2021,126.7507324,126.7604967,124.20086,124.9433514,78128300,1.280247645,127.4260101
5/7/2021,127.4260101,128.4535483,126.7116074,128.0523258,78973300,0.532760401,124.1378174
5/10/2021,124.1378174,126.7702974,124.0986717,126.6430871,88071200,-2.580472186,123.2179184
5/11/2021,123.2179184,123.5702144,120.145048,120.8594431,126142800,-0.741030418,120.1450424
5/12/2021,120.1450424,121.9750625,119.6361639,120.7615771,112172300,-2.493854803,122.2979889
5/13/2021,122.2979889,123.4527593,121.6031705,121.9163282,105861300,1.791956146,124.7249908
5/14/2021,124.7249908,125.1555856,123.1592019,123.550651,81918000,1.984498662,123.5702209
5/17/2021,123.5702209,124.2161131,122.4937415,124.1084644,74244600,-0.925852862,122.1805725
5/18/2021,122.1805725,124.2748164,122.1120695,123.85401,63342900,-1.12458198,122.0239944
5/19/2021,122.0239944,122.2490726,120.23312,120.5267087,92612000,-0.128152996,124.5879974
5/20/2021,124.5879974,124.9892349,122.4252501,122.5524753,76857100,2.101228535,122.7481766
5/21/2021,122.7481766,125.263227,122.5328792,125.0870753,79295400,-1.476724002,124.3824615
5/24/2021,124.3824615,125.2045053,123.2472675,123.3157705,63092900,1.331412831,124.1867447
5/25/2021,124.1867447,125.5763893,123.6191439,125.0870723,72009500,-0.157350848,124.1378174
5/26/2021,124.1378174,124.6662725,123.7170109,124.2454661,56575900,-0.039398172,122.6013718
5/27/2021,122.6013718,124.9109129,122.405651,123.7365732,94625600,-1.237693436,121.945694
5/28/2021,121.945694,123.1102528,121.8869792,122.8851672,71311100,-0.534804616,121.6227646
6/1/2021,121.6227646,122.6698866,121.2900377,122.4056628,67637100,-0.264814092,122.3860931
6/2/2021,122.3860931,122.5622449,121.3976933,121.6227715,59278900,0.6276198,120.8985825
6/3/2021,120.8985825,122.1805709,120.4973451,122.0142074,76229200,-1.215424598,123.1983337
6/4/2021,123.1983337,123.462565,121.2019503,121.4172476,75169300,1.902215258,123.2081299
6/7/2021,123.2081299,123.6191481,122.1610079,123.4723537,71057600,0.007951522,124.0301743
6/8/2021,124.0301743,125.7134077,123.5115074,123.8931682,74403800,0.667199781,124.4118347
6/9/2021,124.4118347,125.0185812,123.8148765,124.490126,56877900,0.307715815,123.4136505
6/10/2021,123.4136505,125.44918,123.2472871,124.30419,71186400,-0.802322549,124.6271286
6/11/2021,124.6271286,124.7152082,123.4038548,123.8246613,53522400,0.983260833,127.6902161
6/14/2021,127.6902161,127.7489308,124.3531288,125.0870931,96906500,2.457801522,126.8681564
6/15/2021,126.8681564,127.8076372,126.6235017,127.1617451,62746300,-0.643792184,127.3672333
6/16/2021,127.3672333,128.0914166,125.71338,127.5825306,91815000,0.393382278,128.9721985
6/17/2021,128.9721985,129.7159585,126.8779543,127.0247561,96721700,1.260108404,127.6705933
6/18/2021,127.6705933,128.6981309,127.455296,127.9152479,108953300,-1.009213799,129.471283
6/21/2021,129.471283,129.5789316,126.4473542,127.5140452,79663300,1.410418524,131.1153412
6/22/2021,131.1153412,131.213209,128.8058002,129.3049054,74783600,1.269824621,130.8413391
6/23/2021,130.8413391,131.448093,130.3813871,130.9098496,60214200,-0.208977891,130.5576019
6/24/2021,130.5576019,131.7612995,130.0878539,131.5753594,68711000,-0.216855915,130.2639771
6/25/2021,130.2639771,131.0272987,129.9703884,130.6064997,70783700,-0.224900637,131.8982849
6/28/2021,131.8982849,132.3582371,130.4988667,130.5575815,62111300,1.254612287,133.4151001
6/29/2021,133.4151001,133.5716827,131.4774391,131.9178146,64556100,1.149988559,134.0316467
6/30/2021,134.0316467,134.4720222,132.9649408,133.2585295,63261400,0.462126574,134.335022
7/1/2021,134.335022,134.3937367,132.8572979,133.6793491,52485800,0.22634598,136.9674988
7/2/2021,136.9674988,137.006637,134.8047446,134.9515314,78852600,1.95963552,138.98349
7/6/2021,138.98349,140.0893194,137.0751857,137.0751857,108181800,1.471875612,141.4789429
7/7/2021,141.4789429,141.7920932,139.6097772,140.4709517,104911600,1.795503107,140.1773529
7/8/2021,140.1773529,140.9798125,137.6622956,138.5528422,105575500,-0.919988473,142.0074005
7/9/2021,142.0074005,142.5358482,139.5999913,139.6978591,99890800,1.305523017,141.4104309
7/12/2021,141.4104309,143.1915245,140.9211215,143.0838758,76299700,-0.420379221,142.5260468
7/13/2021,142.5260468,144.3071402,140.5590283,140.9504698,100827100,0.788920476,145.9609985
7/14/2021,145.9609985,146.3720316,144.5224276,144.9334607,127050800,2.410051959,145.3053436
7/15/2021,145.3053436,146.7928487,143.9450638,146.0491036,106820300,-0.4491987,143.2600098
7/16/2021,143.2600098,146.5579504,142.7609195,145.2857579,93251400,-1.407610905,139.4042664
7/19/2021,139.4042664,140.9896392,138.6409448,140.676474,121434600,-2.691430368,143.0251465
7/20/2021,143.0251465,143.9548464,139.9033647,140.3926742,96350000,2.59739549,142.2911682
7/21/2021,142.2911682,143.0055707,141.5376425,142.4183934,74993500,-0.513181276,143.6612549
7/22/2021,143.6612549,145.0313153,142.6924168,142.819642,77338200,0.96287541,145.3835907
7/23/2021,145.3835907,145.5401733,143.7786566,144.3951912,71447400,1.198886796,145.8044586
7/26/2021,145.8044586,146.626495,144.5420317,145.0998517,72434100,0.289487911,143.6319122
7/27/2021,143.6319122,146.0197449,142.4379959,145.9316579,104818600,-1.490041119,141.8802032
7/28/2021,141.8802032,143.8276608,139.4923701,141.7138398,118931200,-1.219582025,142.5260468
7/29/2021,142.5260468,143.4165935,141.4887132,141.5963618,56699500,0.455203398,142.7413788
7/30/2021,142.7413788,143.2013309,141.0287954,141.2930267,70440600,0.151082582,142.4086304
8/2/2021,142.4086304,143.8080483,142.1443991,143.2306667,62880000,-0.233112792,144.2093048
8/3/2021,144.2093048,144.8747586,142.0759075,142.6924423,64786600,1.264441933,143.8080597
8/4/2021,143.8080597,144.6300961,143.1523868,144.1212249,56368300,-0.278238022,143.9156799
8/5/2021,143.9156799,144.6790014,143.0447098,143.8373886,46397700,0.074836028,143.2296448
8/6/2021,143.2296448,144.1803286,142.7298067,143.4354692,54126800,-0.476692433,143.1806488
8/9/2021,143.1806488,143.7785014,142.622008,143.2884588,48908700,-0.034207982,142.7004089
